neighbourhood,room_type,minimum_nights,calculated_host_listings_count,availability_365,price
44.0,0.0,35.0,10.0,365.0,47
6.0,0.0,1.0,1.0,0.0,70
24.0,0.0,3.0,4.0,0.0,40
56.0,1.0,4.0,1.0,0.0,300
43.0,1.0,2.0,327.0,299.0,245
56.0,0.0,2.0,3.0,35.0,75
113.0,0.0,30.0,1.0,17.0,65
22.0,1.0,7.0,1.0,0.0,175
23.0,1.0,1.0,1.0,0.0,225
29.0,0.0,2.0,2.0,3.0,85
37.0,0.0,1.0,9.0,337.0,85
29.0,1.0,2.0,1.0,13.0,120
172.0,0.0,1.0,3.0,261.0,22
21.0,0.0,1.0,1.0,25.0,49
6.0,0.0,2.0,1.0,9.0,42
81.0,0.0,30.0,103.0,247.0,38
12.0,1.0,2.0,1.0,2.0,200
1.0,1.0,3.0,49.0,235.0,737
25.0,1.0,2.0,1.0,40.0,300
22.0,0.0,1.0,1.0,0.0,50
6.0,1.0,3.0,1.0,88.0,110
141.0,0.0,2.0,1.0,0.0,87
6.0,0.0,3.0,1.0,364.0,150
12.0,0.0,3.0,1.0,0.0,75
88.0,0.0,1.0,1.0,35.0,59
116.0,2.0,1.0,2.0,362.0,43
12.0,0.0,3.0,2.0,282.0,130
81.0,1.0,2.0,1.0,315.0,125
12.0,1.0,2.0,1.0,296.0,150
21.0,0.0,3.0,1.0,0.0,35
6.0,1.0,2.0,1.0,0.0,116
12.0,0.0,2.0,1.0,5.0,78
7.0,1.0,15.0,1.0,52.0,250
13.0,1.0,3.0,1.0,0.0,120
6.0,0.0,1.0,1.0,0.0,63
4.0,0.0,4.0,1.0,0.0,65
21.0,1.0,1.0,2.0,349.0,148
22.0,1.0,1.0,1.0,0.0,85
21.0,1.0,3.0,3.0,255.0,225
15.0,0.0,7.0,1.0,0.0,39
12.0,0.0,1.0,1.0,0.0,55
54.0,0.0,3.0,5.0,311.0,46
21.0,0.0,2.0,2.0,303.0,47
2.0,0.0,2.0,4.0,180.0,160
27.0,1.0,30.0,121.0,342.0,822
64.0,1.0,7.0,1.0,0.0,215
16.0,0.0,1.0,1.0,89.0,250
7.0,1.0,1.0,1.0,125.0,295
56.0,1.0,3.0,1.0,13.0,125
88.0,1.0,3.0,1.0,0.0,80
19.0,1.0,3.0,1.0,58.0,330
100.0,1.0,2.0,1.0,167.0,100
79.0,0.0,1.0,8.0,127.0,39
4.0,0.0,2.0,1.0,14.0,99
28.0,1.0,7.0,1.0,34.0,145
21.0,0.0,7.0,1.0,0.0,50
6.0,0.0,1.0,7.0,41.0,69
93.0,0.0,1.0,4.0,89.0,43
2.0,0.0,4.0,2.0,0.0,39
6.0,1.0,2.0,1.0,0.0,70
28.0,1.0,60.0,13.0,155.0,150
6.0,0.0,5.0,1.0,281.0,68
28.0,1.0,4.0,1.0,0.0,110
15.0,0.0,1.0,1.0,0.0,60
15.0,1.0,3.0,3.0,100.0,350
73.0,0.0,1.0,3.0,83.0,32
12.0,0.0,1.0,2.0,0.0,100
8.0,2.0,3.0,1.0,302.0,68
8.0,0.0,2.0,1.0,0.0,86
7.0,1.0,1.0,1.0,0.0,225
24.0,1.0,3.0,1.0,284.0,107
6.0,1.0,3.0,2.0,97.0,550
14.0,1.0,30.0,39.0,289.0,155
32.0,1.0,2.0,1.0,0.0,200
102.0,1.0,2.0,1.0,112.0,328
28.0,0.0,5.0,4.0,145.0,195
19.0,1.0,5.0,1.0,0.0,90
10.0,1.0,3.0,1.0,266.0,120
44.0,1.0,1.0,1.0,77.0,215
67.0,1.0,2.0,3.0,97.0,99
28.0,1.0,6.0,1.0,128.0,100
6.0,1.0,3.0,1.0,66.0,600
8.0,1.0,30.0,96.0,250.0,330
12.0,0.0,9.0,1.0,0.0,50
90.0,1.0,14.0,2.0,33.0,130
6.0,1.0,4.0,1.0,0.0,95
3.0,0.0,31.0,1.0,54.0,40
32.0,1.0,5.0,1.0,26.0,195
14.0,1.0,1.0,1.0,86.0,60
70.0,1.0,5.0,1.0,139.0,80
3.0,0.0,3.0,2.0,150.0,59
20.0,0.0,3.0,1.0,0.0,60
11.0,1.0,2.0,1.0,51.0,275
173.0,0.0,3.0,4.0,8.0,50
152.0,1.0,1.0,7.0,160.0,175
28.0,1.0,3.0,1.0,0.0,118
8.0,1.0,4.0,1.0,0.0,150
6.0,0.0,4.0,3.0,330.0,54
11.0,1.0,4.0,2.0,289.0,375
21.0,1.0,3.0,1.0,0.0,110
21.0,0.0,2.0,1.0,204.0,65
46.0,1.0,2.0,1.0,0.0,55
21.0,1.0,3.0,1.0,23.0,160
12.0,1.0,1.0,2.0,39.0,99
81.0,1.0,3.0,1.0,101.0,95
4.0,1.0,4.0,1.0,332.0,220
12.0,0.0,1.0,1.0,0.0,100
117.0,1.0,5.0,1.0,105.0,85
43.0,0.0,3.0,3.0,12.0,113
12.0,0.0,2.0,1.0,246.0,89
23.0,0.0,28.0,1.0,0.0,62
79.0,0.0,2.0,5.0,224.0,39
49.0,0.0,85.0,1.0,228.0,35
63.0,1.0,2.0,2.0,0.0,175
10.0,1.0,3.0,2.0,226.0,190
12.0,1.0,30.0,1.0,330.0,165
4.0,1.0,1.0,1.0,0.0,100
11.0,1.0,30.0,232.0,234.0,269
4.0,0.0,1.0,1.0,0.0,65
12.0,0.0,3.0,1.0,98.0,110
100.0,0.0,2.0,3.0,354.0,49
1.0,1.0,30.0,49.0,332.0,230
28.0,1.0,1.0,1.0,0.0,100
39.0,2.0,1.0,2.0,0.0,50
8.0,1.0,30.0,12.0,233.0,300
17.0,0.0,2.0,2.0,86.0,60
6.0,0.0,30.0,37.0,54.0,28
14.0,0.0,2.0,1.0,0.0,109
37.0,1.0,30.0,15.0,281.0,90
52.0,1.0,1.0,1.0,50.0,159
6.0,2.0,3.0,34.0,359.0,39
27.0,1.0,1.0,1.0,308.0,275
2.0,0.0,4.0,3.0,0.0,123
72.0,0.0,1.0,1.0,364.0,65
151.0,1.0,2.0,1.0,360.0,200
5.0,1.0,30.0,23.0,365.0,135
8.0,1.0,30.0,16.0,200.0,135
1.0,1.0,30.0,91.0,342.0,133
43.0,1.0,2.0,327.0,323.0,230
95.0,1.0,7.0,1.0,69.0,125
21.0,0.0,2.0,1.0,267.0,62
2.0,1.0,2.0,1.0,214.0,220
5.0,1.0,30.0,50.0,365.0,111
13.0,1.0,6.0,1.0,0.0,142
7.0,1.0,6.0,1.0,364.0,450
116.0,0.0,7.0,4.0,320.0,65
19.0,0.0,1.0,1.0,0.0,1700
54.0,1.0,3.0,4.0,327.0,115
31.0,1.0,3.0,1.0,180.0,120
6.0,0.0,21.0,2.0,0.0,31
2.0,0.0,5.0,7.0,314.0,58
17.0,1.0,2.0,1.0,0.0,125
20.0,1.0,2.0,1.0,0.0,160
12.0,0.0,12.0,1.0,11.0,66
1.0,1.0,1.0,1.0,365.0,590
81.0,0.0,1.0,8.0,174.0,52
44.0,0.0,3.0,1.0,64.0,79
6.0,0.0,2.0,1.0,0.0,60
8.0,1.0,5.0,1.0,0.0,90
19.0,1.0,60.0,1.0,0.0,120
28.0,1.0,3.0,1.0,35.0,126
6.0,1.0,3.0,1.0,14.0,130
100.0,1.0,1.0,1.0,360.0,125
20.0,0.0,6.0,1.0,0.0,55
24.0,0.0,1.0,1.0,97.0,89
71.0,1.0,5.0,1.0,117.0,249
1.0,1.0,5.0,1.0,0.0,210
28.0,1.0,3.0,1.0,0.0,110
8.0,0.0,4.0,1.0,0.0,64
45.0,0.0,2.0,1.0,0.0,70
7.0,1.0,3.0,1.0,251.0,383
43.0,1.0,2.0,327.0,332.0,234
76.0,0.0,2.0,1.0,0.0,80
2.0,1.0,3.0,1.0,0.0,150
56.0,0.0,1.0,1.0,341.0,50
6.0,1.0,1.0,1.0,0.0,130
80.0,0.0,2.0,3.0,52.0,56
2.0,1.0,2.0,1.0,0.0,100
2.0,1.0,2.0,1.0,9.0,150
28.0,1.0,29.0,327.0,335.0,184
79.0,1.0,5.0,1.0,0.0,150
198.0,1.0,2.0,1.0,81.0,110
61.0,1.0,30.0,1.0,365.0,125
19.0,0.0,1.0,1.0,0.0,85
94.0,1.0,1.0,1.0,208.0,105
52.0,1.0,3.0,1.0,307.0,245
12.0,1.0,5.0,1.0,35.0,128
43.0,1.0,3.0,1.0,0.0,315
12.0,0.0,3.0,1.0,0.0,35
23.0,1.0,1.0,1.0,328.0,180
4.0,1.0,1.0,1.0,0.0,109
79.0,0.0,20.0,3.0,20.0,50
19.0,0.0,120.0,1.0,173.0,75
8.0,1.0,3.0,1.0,0.0,80
6.0,1.0,2.0,1.0,22.0,200
9.0,1.0,7.0,1.0,0.0,300
20.0,1.0,5.0,2.0,0.0,175
124.0,2.0,7.0,1.0,362.0,60
26.0,1.0,30.0,1.0,338.0,225
45.0,0.0,7.0,1.0,0.0,50
2.0,0.0,3.0,3.0,224.0,135
56.0,0.0,2.0,1.0,0.0,70
1.0,1.0,4.0,1.0,32.0,200
6.0,0.0,45.0,1.0,0.0,60
2.0,1.0,5.0,1.0,177.0,170
16.0,1.0,1.0,1.0,8.0,150
20.0,1.0,2.0,1.0,7.0,240
12.0,1.0,2.0,1.0,246.0,312
27.0,0.0,1.0,7.0,276.0,100
2.0,1.0,10.0,1.0,95.0,100
87.0,1.0,10.0,1.0,0.0,65
15.0,1.0,3.0,2.0,0.0,160
45.0,1.0,7.0,1.0,0.0,145
11.0,0.0,1.0,5.0,310.0,999
23.0,0.0,1.0,1.0,41.0,70
28.0,1.0,30.0,1.0,265.0,159
127.0,0.0,3.0,1.0,49.0,39
94.0,0.0,2.0,1.0,90.0,200
12.0,1.0,3.0,1.0,302.0,160
162.0,2.0,2.0,6.0,365.0,30
20.0,0.0,3.0,1.0,0.0,50
24.0,0.0,7.0,1.0,53.0,40
38.0,1.0,5.0,3.0,333.0,400
12.0,0.0,4.0,2.0,0.0,50
56.0,1.0,2.0,1.0,0.0,140
8.0,0.0,14.0,1.0,15.0,50
7.0,1.0,30.0,121.0,365.0,199
28.0,1.0,4.0,1.0,104.0,190
41.0,0.0,2.0,1.0,57.0,68
52.0,1.0,3.0,1.0,0.0,225
23.0,1.0,32.0,5.0,243.0,100
25.0,1.0,3.0,1.0,164.0,250
2.0,1.0,1.0,1.0,0.0,99
8.0,1.0,2.0,1.0,337.0,200
28.0,0.0,1.0,1.0,0.0,100
81.0,2.0,1.0,2.0,271.0,15
30.0,0.0,1.0,1.0,0.0,75
54.0,0.0,3.0,7.0,341.0,80
4.0,0.0,2.0,1.0,168.0,90
2.0,0.0,1.0,1.0,358.0,75
7.0,1.0,2.0,1.0,129.0,295
12.0,0.0,40.0,1.0,324.0,50
103.0,1.0,1.0,3.0,80.0,128
3.0,0.0,3.0,2.0,120.0,60
8.0,1.0,30.0,16.0,201.0,99
19.0,0.0,1.0,1.0,0.0,190
45.0,0.0,4.0,1.0,0.0,65
6.0,0.0,1.0,4.0,0.0,53
21.0,1.0,3.0,2.0,231.0,149
7.0,2.0,1.0,6.0,314.0,70
6.0,1.0,1.0,1.0,0.0,60
2.0,1.0,4.0,1.0,0.0,135
19.0,1.0,7.0,1.0,32.0,165
12.0,0.0,1.0,1.0,59.0,85
52.0,1.0,2.0,1.0,0.0,200
54.0,0.0,1.0,1.0,364.0,89
44.0,2.0,31.0,4.0,365.0,26
53.0,0.0,3.0,1.0,10.0,120
26.0,1.0,2.0,1.0,0.0,195
5.0,1.0,60.0,232.0,188.0,262
23.0,1.0,2.0,1.0,97.0,585
1.0,1.0,2.0,13.0,246.0,198
23.0,0.0,2.0,1.0,296.0,125
44.0,0.0,3.0,1.0,291.0,71
17.0,1.0,3.0,1.0,121.0,180
15.0,0.0,4.0,1.0,0.0,44
5.0,1.0,7.0,3.0,43.0,150
44.0,1.0,20.0,2.0,161.0,110
21.0,1.0,2.0,2.0,0.0,143
7.0,2.0,2.0,5.0,188.0,299
4.0,0.0,1.0,2.0,127.0,95
7.0,0.0,1.0,30.0,334.0,199
13.0,1.0,1.0,1.0,40.0,95
12.0,1.0,3.0,1.0,0.0,170
73.0,1.0,4.0,2.0,360.0,85
6.0,0.0,1.0,1.0,0.0,68
30.0,0.0,3.0,1.0,0.0,47
23.0,1.0,1.0,1.0,0.0,118
56.0,0.0,2.0,1.0,67.0,60
12.0,1.0,2.0,1.0,14.0,200
45.0,0.0,2.0,1.0,0.0,100
7.0,0.0,1.0,30.0,156.0,107
25.0,0.0,2.0,1.0,140.0,95
16.0,0.0,30.0,43.0,361.0,54
14.0,1.0,4.0,1.0,0.0,125
6.0,1.0,2.0,2.0,55.0,150
23.0,0.0,15.0,1.0,35.0,90
3.0,0.0,1.0,1.0,0.0,43
6.0,0.0,1.0,2.0,80.0,65
6.0,1.0,2.0,3.0,329.0,149
8.0,1.0,1.0,1.0,0.0,125
20.0,0.0,1.0,2.0,44.0,56
43.0,1.0,2.0,1.0,163.0,245
12.0,1.0,2.0,1.0,0.0,150
21.0,1.0,5.0,1.0,1.0,125
30.0,0.0,3.0,1.0,60.0,85
1.0,1.0,1.0,1.0,40.0,409
2.0,0.0,5.0,1.0,188.0,50
71.0,1.0,30.0,232.0,318.0,303
26.0,2.0,2.0,3.0,348.0,39
7.0,0.0,7.0,47.0,355.0,62
102.0,1.0,30.0,1.0,331.0,172
54.0,1.0,3.0,1.0,291.0,103
56.0,1.0,1.0,1.0,211.0,99
54.0,1.0,1.0,1.0,244.0,45
25.0,0.0,1.0,1.0,0.0,70
3.0,1.0,6.0,1.0,203.0,70
8.0,0.0,1.0,4.0,1.0,79
70.0,0.0,3.0,2.0,23.0,50
39.0,1.0,4.0,1.0,0.0,85
12.0,0.0,3.0,1.0,0.0,93
12.0,0.0,1.0,1.0,292.0,120
56.0,0.0,1.0,1.0,0.0,120
37.0,0.0,1.0,4.0,77.0,59
2.0,0.0,2.0,1.0,0.0,80
51.0,0.0,2.0,1.0,0.0,60
7.0,1.0,30.0,18.0,365.0,534
6.0,0.0,7.0,1.0,0.0,41
15.0,0.0,4.0,1.0,84.0,45
10.0,1.0,4.0,1.0,20.0,210
12.0,0.0,27.0,2.0,154.0,65
12.0,0.0,2.0,3.0,0.0,70
28.0,1.0,31.0,33.0,326.0,300
19.0,0.0,10.0,2.0,0.0,150
98.0,0.0,1.0,1.0,90.0,60
61.0,1.0,2.0,2.0,345.0,84
23.0,1.0,1.0,1.0,162.0,185
12.0,1.0,2.0,1.0,0.0,250
36.0,1.0,2.0,1.0,1.0,200
11.0,1.0,30.0,232.0,285.0,341
21.0,0.0,2.0,1.0,0.0,62
37.0,0.0,7.0,1.0,89.0,50
19.0,0.0,30.0,1.0,238.0,95
26.0,1.0,3.0,1.0,277.0,276
12.0,1.0,3.0,1.0,197.0,140
0.0,1.0,2.0,1.0,0.0,150
23.0,0.0,2.0,2.0,7.0,75
7.0,1.0,3.0,1.0,201.0,499
12.0,1.0,3.0,3.0,257.0,245
18.0,0.0,5.0,2.0,90.0,70
67.0,2.0,1.0,1.0,363.0,100
49.0,0.0,1.0,4.0,308.0,50
87.0,0.0,2.0,1.0,319.0,54
28.0,1.0,4.0,1.0,0.0,115
44.0,0.0,7.0,1.0,0.0,35
8.0,0.0,1.0,1.0,0.0,75
44.0,1.0,20.0,1.0,28.0,55
1.0,1.0,3.0,49.0,153.0,737
23.0,0.0,3.0,1.0,28.0,80
2.0,0.0,2.0,1.0,0.0,40
124.0,0.0,1.0,1.0,0.0,150
12.0,1.0,7.0,1.0,0.0,275
23.0,1.0,28.0,1.0,38.0,124
11.0,0.0,2.0,1.0,0.0,120
12.0,0.0,1.0,2.0,0.0,80
8.0,1.0,3.0,1.0,283.0,225
8.0,1.0,5.0,1.0,0.0,170
27.0,1.0,2.0,1.0,0.0,295
77.0,1.0,4.0,1.0,124.0,700
3.0,0.0,3.0,3.0,362.0,79
12.0,1.0,2.0,1.0,331.0,451
22.0,0.0,2.0,2.0,68.0,80
64.0,1.0,5.0,1.0,0.0,225
47.0,1.0,4.0,4.0,314.0,115
3.0,1.0,2.0,1.0,104.0,124
7.0,1.0,3.0,1.0,259.0,250
198.0,1.0,1.0,2.0,280.0,275
2.0,1.0,1.0,2.0,301.0,250
19.0,1.0,2.0,1.0,28.0,249
100.0,1.0,3.0,1.0,317.0,175
19.0,1.0,3.0,2.0,326.0,175
202.0,0.0,2.0,3.0,89.0,65
20.0,1.0,3.0,28.0,60.0,199
21.0,0.0,1.0,1.0,0.0,35
11.0,1.0,30.0,96.0,327.0,450
2.0,1.0,2.0,2.0,0.0,150
22.0,1.0,2.0,1.0,222.0,70
21.0,1.0,2.0,2.0,308.0,180
1.0,1.0,4.0,1.0,0.0,125
21.0,0.0,4.0,1.0,0.0,49
1.0,1.0,4.0,1.0,0.0,200
12.0,0.0,7.0,2.0,0.0,50
6.0,0.0,3.0,5.0,316.0,70
71.0,1.0,30.0,232.0,332.0,316
23.0,1.0,30.0,9.0,197.0,99
33.0,1.0,1.0,1.0,164.0,170
26.0,1.0,1.0,9.0,337.0,350
13.0,0.0,30.0,25.0,334.0,48
4.0,1.0,2.0,1.0,36.0,100
30.0,0.0,9.0,1.0,0.0,45
12.0,1.0,30.0,1.0,310.0,200
16.0,0.0,5.0,1.0,189.0,75
12.0,0.0,20.0,4.0,275.0,70
19.0,1.0,3.0,1.0,0.0,110
4.0,2.0,2.0,9.0,10.0,49
56.0,1.0,30.0,4.0,134.0,58
2.0,0.0,1.0,2.0,293.0,125
63.0,0.0,1.0,1.0,0.0,75
21.0,0.0,1.0,1.0,0.0,50
79.0,0.0,3.0,2.0,108.0,50
13.0,0.0,1.0,2.0,364.0,77
46.0,0.0,1.0,3.0,349.0,70
12.0,0.0,182.0,1.0,157.0,66
12.0,0.0,30.0,1.0,0.0,45
6.0,1.0,2.0,1.0,0.0,110
15.0,1.0,3.0,1.0,0.0,125
7.0,1.0,30.0,23.0,364.0,195
4.0,1.0,5.0,3.0,8.0,99
56.0,0.0,4.0,1.0,93.0,95
23.0,0.0,5.0,1.0,0.0,69
4.0,0.0,1.0,1.0,84.0,169
28.0,1.0,1.0,1.0,0.0,149
24.0,1.0,3.0,1.0,73.0,150
6.0,0.0,3.0,4.0,89.0,40
89.0,0.0,1.0,1.0,352.0,59
2.0,0.0,7.0,1.0,312.0,90
23.0,0.0,1.0,2.0,365.0,128
12.0,1.0,20.0,1.0,327.0,100
31.0,0.0,30.0,103.0,252.0,59
28.0,1.0,4.0,1.0,128.0,79
30.0,0.0,1.0,1.0,0.0,45
12.0,1.0,2.0,1.0,77.0,300
6.0,1.0,9.0,2.0,55.0,100
13.0,0.0,30.0,25.0,341.0,48
54.0,0.0,2.0,2.0,158.0,80
6.0,1.0,30.0,21.0,221.0,172
46.0,0.0,1.0,18.0,180.0,135
13.0,0.0,3.0,1.0,35.0,75
9.0,1.0,1.0,1.0,183.0,80
28.0,0.0,1.0,1.0,0.0,100
11.0,1.0,1.0,1.0,61.0,299
28.0,1.0,7.0,1.0,14.0,130
76.0,1.0,7.0,2.0,232.0,120
71.0,1.0,3.0,1.0,216.0,185
12.0,1.0,1.0,1.0,155.0,259
6.0,1.0,1.0,3.0,21.0,109
39.0,0.0,1.0,3.0,323.0,50
6.0,2.0,3.0,2.0,0.0,68
79.0,0.0,1.0,3.0,121.0,73
19.0,1.0,1.0,4.0,20.0,180
19.0,1.0,30.0,1.0,179.0,425
181.0,1.0,2.0,1.0,160.0,75
24.0,0.0,2.0,4.0,88.0,55
8.0,0.0,1.0,1.0,1.0,100
25.0,1.0,3.0,2.0,334.0,400
144.0,0.0,1.0,1.0,364.0,70
166.0,0.0,1.0,3.0,310.0,37
68.0,1.0,4.0,1.0,0.0,310
6.0,1.0,3.0,1.0,4.0,125
21.0,1.0,2.0,1.0,297.0,220
3.0,1.0,3.0,1.0,84.0,150
124.0,0.0,1.0,1.0,308.0,50
8.0,0.0,30.0,32.0,365.0,60
162.0,0.0,1.0,1.0,115.0,75
8.0,1.0,2.0,1.0,0.0,380
12.0,1.0,3.0,1.0,335.0,280
28.0,1.0,3.0,1.0,0.0,135
23.0,1.0,3.0,1.0,191.0,200
12.0,0.0,4.0,3.0,0.0,79
6.0,0.0,2.0,1.0,0.0,64
12.0,0.0,3.0,1.0,0.0,65
28.0,0.0,2.0,1.0,89.0,100
6.0,1.0,1.0,1.0,0.0,95
6.0,0.0,9.0,1.0,0.0,58
23.0,1.0,1.0,1.0,0.0,140
44.0,0.0,1.0,3.0,76.0,180
34.0,0.0,3.0,1.0,0.0,50
45.0,1.0,4.0,1.0,0.0,150
117.0,2.0,1.0,4.0,21.0,32
19.0,1.0,2.0,4.0,0.0,300
12.0,0.0,7.0,1.0,281.0,66
56.0,0.0,2.0,1.0,16.0,120
12.0,1.0,4.0,1.0,25.0,179
3.0,1.0,2.0,1.0,0.0,145
147.0,1.0,7.0,1.0,19.0,95
12.0,1.0,7.0,1.0,0.0,108
121.0,1.0,5.0,1.0,0.0,195
120.0,1.0,1.0,1.0,16.0,95
68.0,1.0,2.0,1.0,66.0,690
3.0,0.0,4.0,1.0,347.0,50
6.0,0.0,30.0,5.0,140.0,43
70.0,1.0,2.0,1.0,356.0,99
71.0,0.0,1.0,7.0,300.0,100
21.0,0.0,3.0,1.0,0.0,65
15.0,0.0,2.0,1.0,0.0,35
71.0,1.0,29.0,327.0,340.0,157
28.0,1.0,30.0,5.0,0.0,125
71.0,1.0,30.0,1.0,168.0,160
7.0,0.0,1.0,1.0,0.0,180
12.0,1.0,3.0,1.0,182.0,358
28.0,0.0,1.0,1.0,311.0,120
2.0,1.0,2.0,1.0,22.0,181
2.0,1.0,3.0,1.0,78.0,95
30.0,0.0,1.0,3.0,0.0,120
30.0,0.0,3.0,5.0,18.0,95
7.0,1.0,4.0,1.0,61.0,180
8.0,1.0,4.0,1.0,301.0,699
20.0,1.0,30.0,1.0,34.0,70
12.0,0.0,1.0,2.0,269.0,120
7.0,0.0,5.0,1.0,0.0,90
8.0,1.0,5.0,1.0,7.0,550
20.0,0.0,5.0,1.0,0.0,65
28.0,1.0,3.0,2.0,212.0,239
21.0,0.0,1.0,1.0,0.0,115
43.0,1.0,3.0,1.0,339.0,189
19.0,1.0,30.0,2.0,56.0,165
2.0,0.0,7.0,1.0,0.0,59
6.0,0.0,4.0,1.0,9.0,50
15.0,0.0,5.0,1.0,69.0,35
23.0,1.0,1.0,2.0,317.0,200
0.0,1.0,2.0,1.0,66.0,100
56.0,1.0,4.0,1.0,2.0,69
20.0,1.0,3.0,1.0,0.0,66
0.0,0.0,500.0,1.0,358.0,45
43.0,1.0,2.0,1.0,235.0,235
15.0,1.0,7.0,1.0,146.0,100
7.0,0.0,3.0,3.0,86.0,45
12.0,0.0,1.0,1.0,0.0,70
12.0,1.0,14.0,1.0,0.0,160
100.0,0.0,2.0,2.0,0.0,58
58.0,1.0,2.0,13.0,365.0,105
3.0,0.0,30.0,6.0,332.0,97
2.0,0.0,1.0,1.0,89.0,35
12.0,1.0,4.0,1.0,6.0,325
7.0,0.0,15.0,1.0,0.0,189
71.0,1.0,30.0,49.0,356.0,560
32.0,1.0,5.0,1.0,9.0,208
12.0,0.0,2.0,1.0,0.0,80
8.0,1.0,3.0,1.0,63.0,249
7.0,0.0,1.0,12.0,270.0,110
46.0,0.0,1.0,2.0,365.0,50
25.0,0.0,5.0,1.0,0.0,57
37.0,1.0,7.0,1.0,0.0,65
4.0,1.0,6.0,1.0,161.0,110
21.0,0.0,1.0,4.0,61.0,65
16.0,0.0,7.0,1.0,0.0,85
12.0,0.0,2.0,1.0,30.0,55
28.0,1.0,30.0,16.0,333.0,155
19.0,1.0,30.0,1.0,0.0,250
28.0,1.0,30.0,1.0,0.0,130
28.0,0.0,22.0,1.0,0.0,52
71.0,1.0,5.0,1.0,0.0,800
1.0,0.0,3.0,1.0,0.0,115
2.0,1.0,1.0,1.0,0.0,125
20.0,1.0,5.0,1.0,0.0,175
81.0,1.0,7.0,1.0,0.0,115
111.0,2.0,3.0,1.0,177.0,50
19.0,1.0,2.0,1.0,87.0,225
2.0,0.0,30.0,6.0,1.0,63
8.0,1.0,14.0,1.0,0.0,150
6.0,1.0,5.0,1.0,32.0,85
7.0,1.0,3.0,1.0,0.0,135
6.0,0.0,1.0,1.0,0.0,50
2.0,1.0,30.0,1.0,200.0,130
12.0,0.0,10.0,1.0,0.0,50
84.0,1.0,1.0,1.0,9.0,150
46.0,1.0,1.0,4.0,177.0,60
97.0,1.0,4.0,1.0,0.0,190
38.0,1.0,4.0,1.0,0.0,230
45.0,0.0,1.0,1.0,0.0,120
37.0,0.0,2.0,1.0,153.0,40
70.0,0.0,2.0,2.0,354.0,150
19.0,0.0,30.0,8.0,364.0,82
45.0,0.0,1.0,1.0,165.0,89
4.0,1.0,3.0,1.0,0.0,161
70.0,2.0,4.0,1.0,270.0,100
7.0,0.0,3.0,2.0,0.0,105
7.0,1.0,7.0,1.0,0.0,98
6.0,1.0,30.0,3.0,141.0,500
14.0,1.0,1.0,1.0,0.0,240
28.0,1.0,7.0,1.0,15.0,299
43.0,1.0,3.0,1.0,0.0,150
8.0,2.0,1.0,1.0,0.0,80
23.0,1.0,2.0,1.0,239.0,255
142.0,0.0,4.0,2.0,77.0,70
6.0,1.0,2.0,1.0,50.0,96
6.0,1.0,2.0,1.0,287.0,150
20.0,1.0,5.0,1.0,0.0,120
37.0,1.0,3.0,2.0,178.0,135
22.0,1.0,5.0,1.0,0.0,85
28.0,2.0,30.0,6.0,323.0,45
6.0,0.0,2.0,1.0,33.0,75
44.0,0.0,2.0,1.0,326.0,52
3.0,1.0,2.0,1.0,0.0,175
16.0,0.0,3.0,1.0,6.0,60
6.0,1.0,1.0,2.0,365.0,500
7.0,1.0,30.0,20.0,268.0,130
23.0,1.0,4.0,1.0,67.0,225
6.0,1.0,2.0,1.0,42.0,155
59.0,0.0,2.0,4.0,364.0,65
19.0,0.0,1.0,1.0,0.0,70
15.0,0.0,1.0,2.0,151.0,125
56.0,0.0,1.0,1.0,0.0,47
4.0,0.0,1.0,10.0,350.0,50
11.0,1.0,30.0,1.0,156.0,160
12.0,1.0,1.0,1.0,0.0,124
19.0,1.0,3.0,1.0,17.0,180
38.0,1.0,3.0,1.0,0.0,125
5.0,1.0,30.0,50.0,147.0,175
8.0,0.0,1.0,3.0,16.0,76
45.0,1.0,5.0,2.0,0.0,200
43.0,1.0,1.0,1.0,181.0,75
43.0,0.0,4.0,1.0,90.0,150
28.0,1.0,1.0,1.0,221.0,160
191.0,1.0,4.0,1.0,363.0,100
6.0,1.0,2.0,2.0,357.0,175
49.0,0.0,1.0,1.0,0.0,60
12.0,1.0,2.0,1.0,11.0,120
33.0,1.0,1.0,1.0,34.0,125
15.0,1.0,4.0,1.0,8.0,200
27.0,1.0,2.0,1.0,0.0,300
7.0,0.0,1.0,10.0,345.0,166
20.0,1.0,1.0,4.0,248.0,399
2.0,0.0,2.0,3.0,177.0,80
21.0,0.0,1.0,1.0,20.0,40
76.0,0.0,2.0,4.0,364.0,79
7.0,1.0,7.0,1.0,0.0,165
19.0,0.0,5.0,1.0,316.0,95
25.0,1.0,4.0,1.0,0.0,90
30.0,0.0,1.0,3.0,0.0,90
19.0,0.0,5.0,1.0,0.0,129
1.0,0.0,1.0,5.0,268.0,100
9.0,0.0,1.0,1.0,0.0,100
8.0,1.0,2.0,1.0,226.0,200
6.0,1.0,4.0,1.0,365.0,225
4.0,1.0,7.0,1.0,64.0,165
19.0,0.0,3.0,1.0,109.0,149
28.0,1.0,30.0,29.0,205.0,142
12.0,0.0,4.0,2.0,0.0,70
8.0,1.0,3.0,1.0,110.0,145
6.0,0.0,2.0,4.0,0.0,72
93.0,0.0,2.0,3.0,305.0,85
39.0,1.0,30.0,2.0,338.0,150
23.0,0.0,1.0,3.0,0.0,118
